"id","real_date","year","quarter","month","month_name","week_in_month","day_in_month","day_name","week_name"
"2555","2013-12-29","2013","Q4","12","Dec","5","29","Dec 29","Week 5"
"2556","2013-12-30","2013","Q4","12","Dec","5","30","Dec 30","Week 5"
"2557","2013-12-31","2013","Q4","12","Dec","5","31","Dec 31","Week 5"
"2558","2014-01-01","2014","Q1","1","Jan","1","1","Jan 1","Week 1"
"2559","2014-01-02","2014","Q1","1","Jan","1","2","Jan 2","Week 1"
"2560","2014-01-03","2014","Q1","1","Jan","1","3","Jan 3","Week 1"
"2561","2014-01-04","2014","Q1","1","Jan","1","4","Jan 4","Week 1"
"2562","2014-01-05","2014","Q1","1","Jan","2","5","Jan 5","Week 2"
"2563","2014-01-06","2014","Q1","1","Jan","2","6","Jan 6","Week 2"
"2564","2014-01-07","2014","Q1","1","Jan","2","7","Jan 7","Week 2"
"2565","2014-01-08","2014","Q1","1","Jan","2","8","Jan 8","Week 2"
"2566","2014-01-09","2014","Q1","1","Jan","2","9","Jan 9","Week 2"
"2567","2014-01-10","2014","Q1","1","Jan","2","10","Jan 10","Week 2"
"2568","2014-01-11","2014","Q1","1","Jan","2","11","Jan 11","Week 2"
"2569","2014-01-12","2014","Q1","1","Jan","3","12","Jan 12","Week 3"
"2570","2014-01-13","2014","Q1","1","Jan","3","13","Jan 13","Week 3"
"2571","2014-01-14","2014","Q1","1","Jan","3","14","Jan 14","Week 3"
"2572","2014-01-15","2014","Q1","1","Jan","3","15","Jan 15","Week 3"
"2573","2014-01-16","2014","Q1","1","Jan","3","16","Jan 16","Week 3"
"2574","2014-01-17","2014","Q1","1","Jan","3","17","Jan 17","Week 3"
"2575","2014-01-18","2014","Q1","1","Jan","3","18","Jan 18","Week 3"
"2576","2014-01-19","2014","Q1","1","Jan","4","19","Jan 19","Week 4"
"2577","2014-01-20","2014","Q1","1","Jan","4","20","Jan 20","Week 4"
"2578","2014-01-21","2014","Q1","1","Jan","4","21","Jan 21","Week 4"
"2579","2014-01-22","2014","Q1","1","Jan","4","22","Jan 22","Week 4"
"2580","2014-01-23","2014","Q1","1","Jan","4","23","Jan 23","Week 4"
"2581","2014-01-24","2014","Q1","1","Jan","4","24","Jan 24","Week 4"
"2582","2014-01-25","2014","Q1","1","Jan","4","25","Jan 25","Week 4"
"2583","2014-01-26","2014","Q1","1","Jan","5","26","Jan 26","Week 5"
"2584","2014-01-27","2014","Q1","1","Jan","5","27","Jan 27","Week 5"
"2585","2014-01-28","2014","Q1","1","Jan","5","28","Jan 28","Week 5"
"2586","2014-01-29","2014","Q1","1","Jan","5","29","Jan 29","Week 5"
"2587","2014-01-30","2014","Q1","1","Jan","5","30","Jan 30","Week 5"
"2588","2014-01-31","2014","Q1","1","Jan","5","31","Jan 31","Week 5"
"2589","2014-02-01","2014","Q1","2","Feb","1","1","Feb 1","Week 1"
"2590","2014-02-02","2014","Q1","2","Feb","2","2","Feb 2","Week 2"
"2591","2014-02-03","2014","Q1","2","Feb","2","3","Feb 3","Week 2"
"2592","2014-02-04","2014","Q1","2","Feb","2","4","Feb 4","Week 2"
"2593","2014-02-05","2014","Q1","2","Feb","2","5","Feb 5","Week 2"
"2594","2014-02-06","2014","Q1","2","Feb","2","6","Feb 6","Week 2"
"2595","2014-02-07","2014","Q1","2","Feb","2","7","Feb 7","Week 2"
"2596","2014-02-08","2014","Q1","2","Feb","2","8","Feb 8","Week 2"
"2597","2014-02-09","2014","Q1","2","Feb","3","9","Feb 9","Week 3"
"2598","2014-02-10","2014","Q1","2","Feb","3","10","Feb 10","Week 3"
"2599","2014-02-11","2014","Q1","2","Feb","3","11","Feb 11","Week 3"
"2600","2014-02-12","2014","Q1","2","Feb","3","12","Feb 12","Week 3"
"2601","2014-02-13","2014","Q1","2","Feb","3","13","Feb 13","Week 3"
"2602","2014-02-14","2014","Q1","2","Feb","3","14","Feb 14","Week 3"
"2603","2014-02-15","2014","Q1","2","Feb","3","15","Feb 15","Week 3"
"2604","2014-02-16","2014","Q1","2","Feb","4","16","Feb 16","Week 4"
"2605","2014-02-17","2014","Q1","2","Feb","4","17","Feb 17","Week 4"
"2606","2014-02-18","2014","Q1","2","Feb","4","18","Feb 18","Week 4"
"2607","2014-02-19","2014","Q1","2","Feb","4","19","Feb 19","Week 4"
"2608","2014-02-20","2014","Q1","2","Feb","4","20","Feb 20","Week 4"
"2609","2014-02-21","2014","Q1","2","Feb","4","21","Feb 21","Week 4"
"2610","2014-02-22","2014","Q1","2","Feb","4","22","Feb 22","Week 4"
"2611","2014-02-23","2014","Q1","2","Feb","5","23","Feb 23","Week 5"
"2612","2014-02-24","2014","Q1","2","Feb","5","24","Feb 24","Week 5"
"2613","2014-02-25","2014","Q1","2","Feb","5","25","Feb 25","Week 5"
"2614","2014-02-26","2014","Q1","2","Feb","5","26","Feb 26","Week 5"
"2615","2014-02-27","2014","Q1","2","Feb","5","27","Feb 27","Week 5"
"2616","2014-02-28","2014","Q1","2","Feb","5","28","Feb 28","Week 5"
"2617","2014-03-01","2014","Q1","3","Mar","1","1","Mar 1","Week 1"
"2618","2014-03-02","2014","Q1","3","Mar","2","2","Mar 2","Week 2"
"2619","2014-03-03","2014","Q1","3","Mar","2","3","Mar 3","Week 2"
"2620","2014-03-04","2014","Q1","3","Mar","2","4","Mar 4","Week 2"
"2621","2014-03-05","2014","Q1","3","Mar","2","5","Mar 5","Week 2"
"2622","2014-03-06","2014","Q1","3","Mar","2","6","Mar 6","Week 2"
"2623","2014-03-07","2014","Q1","3","Mar","2","7","Mar 7","Week 2"
"2624","2014-03-08","2014","Q1","3","Mar","2","8","Mar 8","Week 2"
"2625","2014-03-09","2014","Q1","3","Mar","3","9","Mar 9","Week 3"
"2626","2014-03-10","2014","Q1","3","Mar","3","10","Mar 10","Week 3"
"2627","2014-03-11","2014","Q1","3","Mar","3","11","Mar 11","Week 3"
"2628","2014-03-12","2014","Q1","3","Mar","3","12","Mar 12","Week 3"
"2629","2014-03-13","2014","Q1","3","Mar","3","13","Mar 13","Week 3"
"2630","2014-03-14","2014","Q1","3","Mar","3","14","Mar 14","Week 3"
"2631","2014-03-15","2014","Q1","3","Mar","3","15","Mar 15","Week 3"
"2632","2014-03-16","2014","Q1","3","Mar","4","16","Mar 16","Week 4"
"2633","2014-03-17","2014","Q1","3","Mar","4","17","Mar 17","Week 4"
"2634","2014-03-18","2014","Q1","3","Mar","4","18","Mar 18","Week 4"
"2635","2014-03-19","2014","Q1","3","Mar","4","19","Mar 19","Week 4"
"2636","2014-03-20","2014","Q1","3","Mar","4","20","Mar 20","Week 4"
"2637","2014-03-21","2014","Q1","3","Mar","4","21","Mar 21","Week 4"
"2638","2014-03-22","2014","Q1","3","Mar","4","22","Mar 22","Week 4"
"2639","2014-03-23","2014","Q1","3","Mar","5","23","Mar 23","Week 5"
"2640","2014-03-24","2014","Q1","3","Mar","5","24","Mar 24","Week 5"
"2641","2014-03-25","2014","Q1","3","Mar","5","25","Mar 25","Week 5"
"2642","2014-03-26","2014","Q1","3","Mar","5","26","Mar 26","Week 5"
"2643","2014-03-27","2014","Q1","3","Mar","5","27","Mar 27","Week 5"
"2644","2014-03-28","2014","Q1","3","Mar","5","28","Mar 28","Week 5"
"2645","2014-03-29","2014","Q1","3","Mar","5","29","Mar 29","Week 5"
"2646","2014-03-30","2014","Q1","3","Mar","6","30","Mar 30","Week 6"
"2647","2014-03-31","2014","Q1","3","Mar","6","31","Mar 31","Week 6"
"2648","2014-04-01","2014","Q2","4","Apr","1","1","Apr 1","Week 1"
"2649","2014-04-02","2014","Q2","4","Apr","1","2","Apr 2","Week 1"
"2650","2014-04-03","2014","Q2","4","Apr","1","3","Apr 3","Week 1"
"2651","2014-04-04","2014","Q2","4","Apr","1","4","Apr 4","Week 1"
"2652","2014-04-05","2014","Q2","4","Apr","1","5","Apr 5","Week 1"
"2653","2014-04-06","2014","Q2","4","Apr","2","6","Apr 6","Week 2"
"2654","2014-04-07","2014","Q2","4","Apr","2","7","Apr 7","Week 2"
"2655","2014-04-08","2014","Q2","4","Apr","2","8","Apr 8","Week 2"
"2656","2014-04-09","2014","Q2","4","Apr","2","9","Apr 9","Week 2"
"2657","2014-04-10","2014","Q2","4","Apr","2","10","Apr 10","Week 2"
"2658","2014-04-11","2014","Q2","4","Apr","2","11","Apr 11","Week 2"
"2659","2014-04-12","2014","Q2","4","Apr","2","12","Apr 12","Week 2"
"2660","2014-04-13","2014","Q2","4","Apr","3","13","Apr 13","Week 3"
"2661","2014-04-14","2014","Q2","4","Apr","3","14","Apr 14","Week 3"
"2662","2014-04-15","2014","Q2","4","Apr","3","15","Apr 15","Week 3"
"2663","2014-04-16","2014","Q2","4","Apr","3","16","Apr 16","Week 3"
"2664","2014-04-17","2014","Q2","4","Apr","3","17","Apr 17","Week 3"
"2665","2014-04-18","2014","Q2","4","Apr","3","18","Apr 18","Week 3"
"2666","2014-04-19","2014","Q2","4","Apr","3","19","Apr 19","Week 3"
"2667","2014-04-20","2014","Q2","4","Apr","4","20","Apr 20","Week 4"
"2668","2014-04-21","2014","Q2","4","Apr","4","21","Apr 21","Week 4"
"2669","2014-04-22","2014","Q2","4","Apr","4","22","Apr 22","Week 4"
"2670","2014-04-23","2014","Q2","4","Apr","4","23","Apr 23","Week 4"
"2671","2014-04-24","2014","Q2","4","Apr","4","24","Apr 24","Week 4"
"2672","2014-04-25","2014","Q2","4","Apr","4","25","Apr 25","Week 4"
"2673","2014-04-26","2014","Q2","4","Apr","4","26","Apr 26","Week 4"
"2674","2014-04-27","2014","Q2","4","Apr","5","27","Apr 27","Week 5"
"2675","2014-04-28","2014","Q2","4","Apr","5","28","Apr 28","Week 5"
"2676","2014-04-29","2014","Q2","4","Apr","5","29","Apr 29","Week 5"
"2677","2014-04-30","2014","Q2","4","Apr","5","30","Apr 30","Week 5"
"2678","2014-05-01","2014","Q2","5","May","1","1","May 1","Week 1"
"2679","2014-05-02","2014","Q2","5","May","1","2","May 2","Week 1"
"2680","2014-05-03","2014","Q2","5","May","1","3","May 3","Week 1"
"2681","2014-05-04","2014","Q2","5","May","2","4","May 4","Week 2"
"2682","2014-05-05","2014","Q2","5","May","2","5","May 5","Week 2"
"2683","2014-05-06","2014","Q2","5","May","2","6","May 6","Week 2"
"2684","2014-05-07","2014","Q2","5","May","2","7","May 7","Week 2"
"2685","2014-05-08","2014","Q2","5","May","2","8","May 8","Week 2"
"2686","2014-05-09","2014","Q2","5","May","2","9","May 9","Week 2"
"2687","2014-05-10","2014","Q2","5","May","2","10","May 10","Week 2"
"2688","2014-05-11","2014","Q2","5","May","3","11","May 11","Week 3"
"2689","2014-05-12","2014","Q2","5","May","3","12","May 12","Week 3"
"2690","2014-05-13","2014","Q2","5","May","3","13","May 13","Week 3"
"2691","2014-05-14","2014","Q2","5","May","3","14","May 14","Week 3"
"2692","2014-05-15","2014","Q2","5","May","3","15","May 15","Week 3"
"2693","2014-05-16","2014","Q2","5","May","3","16","May 16","Week 3"
"2694","2014-05-17","2014","Q2","5","May","3","17","May 17","Week 3"
"2695","2014-05-18","2014","Q2","5","May","4","18","May 18","Week 4"
"2696","2014-05-19","2014","Q2","5","May","4","19","May 19","Week 4"
"2697","2014-05-20","2014","Q2","5","May","4","20","May 20","Week 4"
"2698","2014-05-21","2014","Q2","5","May","4","21","May 21","Week 4"
"2699","2014-05-22","2014","Q2","5","May","4","22","May 22","Week 4"
"2700","2014-05-23","2014","Q2","5","May","4","23","May 23","Week 4"
"2701","2014-05-24","2014","Q2","5","May","4","24","May 24","Week 4"
"2702","2014-05-25","2014","Q2","5","May","5","25","May 25","Week 5"
"2703","2014-05-26","2014","Q2","5","May","5","26","May 26","Week 5"
"2704","2014-05-27","2014","Q2","5","May","5","27","May 27","Week 5"
"2705","2014-05-28","2014","Q2","5","May","5","28","May 28","Week 5"
"2706","2014-05-29","2014","Q2","5","May","5","29","May 29","Week 5"
"2707","2014-05-30","2014","Q2","5","May","5","30","May 30","Week 5"
"2708","2014-05-31","2014","Q2","5","May","5","31","May 31","Week 5"
"2709","2014-06-01","2014","Q2","6","Jun","1","1","Jun 1","Week 1"
"2710","2014-06-02","2014","Q2","6","Jun","1","2","Jun 2","Week 1"
"2711","2014-06-03","2014","Q2","6","Jun","1","3","Jun 3","Week 1"
"2712","2014-06-04","2014","Q2","6","Jun","1","4","Jun 4","Week 1"
"2713","2014-06-05","2014","Q2","6","Jun","1","5","Jun 5","Week 1"
"2714","2014-06-06","2014","Q2","6","Jun","1","6","Jun 6","Week 1"
"2715","2014-06-07","2014","Q2","6","Jun","1","7","Jun 7","Week 1"
"2716","2014-06-08","2014","Q2","6","Jun","2","8","Jun 8","Week 2"
"2717","2014-06-09","2014","Q2","6","Jun","2","9","Jun 9","Week 2"
"2718","2014-06-10","2014","Q2","6","Jun","2","10","Jun 10","Week 2"
"2719","2014-06-11","2014","Q2","6","Jun","2","11","Jun 11","Week 2"
"2720","2014-06-12","2014","Q2","6","Jun","2","12","Jun 12","Week 2"
"2721","2014-06-13","2014","Q2","6","Jun","2","13","Jun 13","Week 2"
"2722","2014-06-14","2014","Q2","6","Jun","2","14","Jun 14","Week 2"
"2723","2014-06-15","2014","Q2","6","Jun","3","15","Jun 15","Week 3"
"2724","2014-06-16","2014","Q2","6","Jun","3","16","Jun 16","Week 3"
"2725","2014-06-17","2014","Q2","6","Jun","3","17","Jun 17","Week 3"
"2726","2014-06-18","2014","Q2","6","Jun","3","18","Jun 18","Week 3"
"2727","2014-06-19","2014","Q2","6","Jun","3","19","Jun 19","Week 3"
"2728","2014-06-20","2014","Q2","6","Jun","3","20","Jun 20","Week 3"
"2729","2014-06-21","2014","Q2","6","Jun","3","21","Jun 21","Week 3"
"2730","2014-06-22","2014","Q2","6","Jun","4","22","Jun 22","Week 4"
"2731","2014-06-23","2014","Q2","6","Jun","4","23","Jun 23","Week 4"
"2732","2014-06-24","2014","Q2","6","Jun","4","24","Jun 24","Week 4"
"2733","2014-06-25","2014","Q2","6","Jun","4","25","Jun 25","Week 4"
"2734","2014-06-26","2014","Q2","6","Jun","4","26","Jun 26","Week 4"
"2735","2014-06-27","2014","Q2","6","Jun","4","27","Jun 27","Week 4"
"2736","2014-06-28","2014","Q2","6","Jun","4","28","Jun 28","Week 4"
"2737","2014-06-29","2014","Q2","6","Jun","5","29","Jun 29","Week 5"
"2738","2014-06-30","2014","Q2","6","Jun","5","30","Jun 30","Week 5"
"2739","2014-07-01","2014","Q3","7","Jul","1","1","Jul 1","Week 1"
"2740","2014-07-02","2014","Q3","7","Jul","1","2","Jul 2","Week 1"
"2741","2014-07-03","2014","Q3","7","Jul","1","3","Jul 3","Week 1"
"2742","2014-07-04","2014","Q3","7","Jul","1","4","Jul 4","Week 1"
"2743","2014-07-05","2014","Q3","7","Jul","1","5","Jul 5","Week 1"
"2744","2014-07-06","2014","Q3","7","Jul","2","6","Jul 6","Week 2"
"2745","2014-07-07","2014","Q3","7","Jul","2","7","Jul 7","Week 2"
"2746","2014-07-08","2014","Q3","7","Jul","2","8","Jul 8","Week 2"
"2747","2014-07-09","2014","Q3","7","Jul","2","9","Jul 9","Week 2"
"2748","2014-07-10","2014","Q3","7","Jul","2","10","Jul 10","Week 2"
"2749","2014-07-11","2014","Q3","7","Jul","2","11","Jul 11","Week 2"
"2750","2014-07-12","2014","Q3","7","Jul","2","12","Jul 12","Week 2"
"2751","2014-07-13","2014","Q3","7","Jul","3","13","Jul 13","Week 3"
"2752","2014-07-14","2014","Q3","7","Jul","3","14","Jul 14","Week 3"
"2753","2014-07-15","2014","Q3","7","Jul","3","15","Jul 15","Week 3"
"2754","2014-07-16","2014","Q3","7","Jul","3","16","Jul 16","Week 3"
"2755","2014-07-17","2014","Q3","7","Jul","3","17","Jul 17","Week 3"
"2756","2014-07-18","2014","Q3","7","Jul","3","18","Jul 18","Week 3"
"2757","2014-07-19","2014","Q3","7","Jul","3","19","Jul 19","Week 3"
"2758","2014-07-20","2014","Q3","7","Jul","4","20","Jul 20","Week 4"
"2759","2014-07-21","2014","Q3","7","Jul","4","21","Jul 21","Week 4"
"2760","2014-07-22","2014","Q3","7","Jul","4","22","Jul 22","Week 4"
"2761","2014-07-23","2014","Q3","7","Jul","4","23","Jul 23","Week 4"
"2762","2014-07-24","2014","Q3","7","Jul","4","24","Jul 24","Week 4"
"2763","2014-07-25","2014","Q3","7","Jul","4","25","Jul 25","Week 4"
"2764","2014-07-26","2014","Q3","7","Jul","4","26","Jul 26","Week 4"
"2765","2014-07-27","2014","Q3","7","Jul","5","27","Jul 27","Week 5"
"2766","2014-07-28","2014","Q3","7","Jul","5","28","Jul 28","Week 5"
"2767","2014-07-29","2014","Q3","7","Jul","5","29","Jul 29","Week 5"
"2768","2014-07-30","2014","Q3","7","Jul","5","30","Jul 30","Week 5"
"2769","2014-07-31","2014","Q3","7","Jul","5","31","Jul 31","Week 5"
"2770","2014-08-01","2014","Q3","8","Aug","1","1","Aug 1","Week 1"
"2771","2014-08-02","2014","Q3","8","Aug","1","2","Aug 2","Week 1"
"2772","2014-08-03","2014","Q3","8","Aug","2","3","Aug 3","Week 2"
"2773","2014-08-04","2014","Q3","8","Aug","2","4","Aug 4","Week 2"
"2774","2014-08-05","2014","Q3","8","Aug","2","5","Aug 5","Week 2"
"2775","2014-08-06","2014","Q3","8","Aug","2","6","Aug 6","Week 2"
"2776","2014-08-07","2014","Q3","8","Aug","2","7","Aug 7","Week 2"
"2777","2014-08-08","2014","Q3","8","Aug","2","8","Aug 8","Week 2"
"2778","2014-08-09","2014","Q3","8","Aug","2","9","Aug 9","Week 2"
"2779","2014-08-10","2014","Q3","8","Aug","3","10","Aug 10","Week 3"
"2780","2014-08-11","2014","Q3","8","Aug","3","11","Aug 11","Week 3"
"2781","2014-08-12","2014","Q3","8","Aug","3","12","Aug 12","Week 3"
"2782","2014-08-13","2014","Q3","8","Aug","3","13","Aug 13","Week 3"
"2783","2014-08-14","2014","Q3","8","Aug","3","14","Aug 14","Week 3"
"2784","2014-08-15","2014","Q3","8","Aug","3","15","Aug 15","Week 3"
"2785","2014-08-16","2014","Q3","8","Aug","3","16","Aug 16","Week 3"
"2786","2014-08-17","2014","Q3","8","Aug","4","17","Aug 17","Week 4"
"2787","2014-08-18","2014","Q3","8","Aug","4","18","Aug 18","Week 4"
"2788","2014-08-19","2014","Q3","8","Aug","4","19","Aug 19","Week 4"
"2789","2014-08-20","2014","Q3","8","Aug","4","20","Aug 20","Week 4"
"2790","2014-08-21","2014","Q3","8","Aug","4","21","Aug 21","Week 4"
"2791","2014-08-22","2014","Q3","8","Aug","4","22","Aug 22","Week 4"
"2792","2014-08-23","2014","Q3","8","Aug","4","23","Aug 23","Week 4"
"2793","2014-08-24","2014","Q3","8","Aug","5","24","Aug 24","Week 5"
"2794","2014-08-25","2014","Q3","8","Aug","5","25","Aug 25","Week 5"
"2795","2014-08-26","2014","Q3","8","Aug","5","26","Aug 26","Week 5"
"2796","2014-08-27","2014","Q3","8","Aug","5","27","Aug 27","Week 5"
"2797","2014-08-28","2014","Q3","8","Aug","5","28","Aug 28","Week 5"
"2798","2014-08-29","2014","Q3","8","Aug","5","29","Aug 29","Week 5"
"2799","2014-08-30","2014","Q3","8","Aug","5","30","Aug 30","Week 5"
"2800","2014-08-31","2014","Q3","8","Aug","6","31","Aug 31","Week 6"
"2801","2014-09-01","2014","Q3","9","Sep","1","1","Sep 1","Week 1"
"2802","2014-09-02","2014","Q3","9","Sep","1","2","Sep 2","Week 1"
"2803","2014-09-03","2014","Q3","9","Sep","1","3","Sep 3","Week 1"
"2804","2014-09-04","2014","Q3","9","Sep","1","4","Sep 4","Week 1"
"2805","2014-09-05","2014","Q3","9","Sep","1","5","Sep 5","Week 1"
"2806","2014-09-06","2014","Q3","9","Sep","1","6","Sep 6","Week 1"
"2807","2014-09-07","2014","Q3","9","Sep","2","7","Sep 7","Week 2"
"2808","2014-09-08","2014","Q3","9","Sep","2","8","Sep 8","Week 2"
"2809","2014-09-09","2014","Q3","9","Sep","2","9","Sep 9","Week 2"
"2810","2014-09-10","2014","Q3","9","Sep","2","10","Sep 10","Week 2"
"2811","2014-09-11","2014","Q3","9","Sep","2","11","Sep 11","Week 2"
"2812","2014-09-12","2014","Q3","9","Sep","2","12","Sep 12","Week 2"
"2813","2014-09-13","2014","Q3","9","Sep","2","13","Sep 13","Week 2"
"2814","2014-09-14","2014","Q3","9","Sep","3","14","Sep 14","Week 3"
"2815","2014-09-15","2014","Q3","9","Sep","3","15","Sep 15","Week 3"
"2816","2014-09-16","2014","Q3","9","Sep","3","16","Sep 16","Week 3"
"2817","2014-09-17","2014","Q3","9","Sep","3","17","Sep 17","Week 3"
"2818","2014-09-18","2014","Q3","9","Sep","3","18","Sep 18","Week 3"
"2819","2014-09-19","2014","Q3","9","Sep","3","19","Sep 19","Week 3"
"2820","2014-09-20","2014","Q3","9","Sep","3","20","Sep 20","Week 3"
"2821","2014-09-21","2014","Q3","9","Sep","4","21","Sep 21","Week 4"
"2822","2014-09-22","2014","Q3","9","Sep","4","22","Sep 22","Week 4"
"2823","2014-09-23","2014","Q3","9","Sep","4","23","Sep 23","Week 4"
"2824","2014-09-24","2014","Q3","9","Sep","4","24","Sep 24","Week 4"
"2825","2014-09-25","2014","Q3","9","Sep","4","25","Sep 25","Week 4"
"2826","2014-09-26","2014","Q3","9","Sep","4","26","Sep 26","Week 4"
"2827","2014-09-27","2014","Q3","9","Sep","4","27","Sep 27","Week 4"
"2828","2014-09-28","2014","Q3","9","Sep","5","28","Sep 28","Week 5"
"2829","2014-09-29","2014","Q3","9","Sep","5","29","Sep 29","Week 5"
"2830","2014-09-30","2014","Q3","9","Sep","5","30","Sep 30","Week 5"
"2831","2014-10-01","2014","Q4","10","Oct","1","1","Oct 1","Week 1"
"2832","2014-10-02","2014","Q4","10","Oct","1","2","Oct 2","Week 1"
"2833","2014-10-03","2014","Q4","10","Oct","1","3","Oct 3","Week 1"
"2834","2014-10-04","2014","Q4","10","Oct","1","4","Oct 4","Week 1"
"2835","2014-10-05","2014","Q4","10","Oct","2","5","Oct 5","Week 2"
"2836","2014-10-06","2014","Q4","10","Oct","2","6","Oct 6","Week 2"
"2837","2014-10-07","2014","Q4","10","Oct","2","7","Oct 7","Week 2"
"2838","2014-10-08","2014","Q4","10","Oct","2","8","Oct 8","Week 2"
"2839","2014-10-09","2014","Q4","10","Oct","2","9","Oct 9","Week 2"
"2840","2014-10-10","2014","Q4","10","Oct","2","10","Oct 10","Week 2"
"2841","2014-10-11","2014","Q4","10","Oct","2","11","Oct 11","Week 2"
"2842","2014-10-12","2014","Q4","10","Oct","3","12","Oct 12","Week 3"
"2843","2014-10-13","2014","Q4","10","Oct","3","13","Oct 13","Week 3"
"2844","2014-10-14","2014","Q4","10","Oct","3","14","Oct 14","Week 3"
"2845","2014-10-15","2014","Q4","10","Oct","3","15","Oct 15","Week 3"
"2846","2014-10-16","2014","Q4","10","Oct","3","16","Oct 16","Week 3"
"2847","2014-10-17","2014","Q4","10","Oct","3","17","Oct 17","Week 3"
"2848","2014-10-18","2014","Q4","10","Oct","3","18","Oct 18","Week 3"
"2849","2014-10-19","2014","Q4","10","Oct","4","19","Oct 19","Week 4"
"2850","2014-10-20","2014","Q4","10","Oct","4","20","Oct 20","Week 4"
"2851","2014-10-21","2014","Q4","10","Oct","4","21","Oct 21","Week 4"
"2852","2014-10-22","2014","Q4","10","Oct","4","22","Oct 22","Week 4"
"2853","2014-10-23","2014","Q4","10","Oct","4","23","Oct 23","Week 4"
"2854","2014-10-24","2014","Q4","10","Oct","4","24","Oct 24","Week 4"
"2855","2014-10-25","2014","Q4","10","Oct","4","25","Oct 25","Week 4"
"2856","2014-10-26","2014","Q4","10","Oct","5","26","Oct 26","Week 5"
"2857","2014-10-27","2014","Q4","10","Oct","5","27","Oct 27","Week 5"
"2858","2014-10-28","2014","Q4","10","Oct","5","28","Oct 28","Week 5"
"2859","2014-10-29","2014","Q4","10","Oct","5","29","Oct 29","Week 5"
"2860","2014-10-30","2014","Q4","10","Oct","5","30","Oct 30","Week 5"
"2861","2014-10-31","2014","Q4","10","Oct","5","31","Oct 31","Week 5"
"2862","2014-11-01","2014","Q4","11","Nov","1","1","Nov 1","Week 1"
"2863","2014-11-02","2014","Q4","11","Nov","2","2","Nov 2","Week 2"
"2864","2014-11-03","2014","Q4","11","Nov","2","3","Nov 3","Week 2"
"2865","2014-11-04","2014","Q4","11","Nov","2","4","Nov 4","Week 2"
"2866","2014-11-05","2014","Q4","11","Nov","2","5","Nov 5","Week 2"
"2867","2014-11-06","2014","Q4","11","Nov","2","6","Nov 6","Week 2"
"2868","2014-11-07","2014","Q4","11","Nov","2","7","Nov 7","Week 2"
"2869","2014-11-08","2014","Q4","11","Nov","2","8","Nov 8","Week 2"
"2870","2014-11-09","2014","Q4","11","Nov","3","9","Nov 9","Week 3"
"2871","2014-11-10","2014","Q4","11","Nov","3","10","Nov 10","Week 3"
"2872","2014-11-11","2014","Q4","11","Nov","3","11","Nov 11","Week 3"
"2873","2014-11-12","2014","Q4","11","Nov","3","12","Nov 12","Week 3"
"2874","2014-11-13","2014","Q4","11","Nov","3","13","Nov 13","Week 3"
"2875","2014-11-14","2014","Q4","11","Nov","3","14","Nov 14","Week 3"
"2876","2014-11-15","2014","Q4","11","Nov","3","15","Nov 15","Week 3"
"2877","2014-11-16","2014","Q4","11","Nov","4","16","Nov 16","Week 4"
"2878","2014-11-17","2014","Q4","11","Nov","4","17","Nov 17","Week 4"
"2879","2014-11-18","2014","Q4","11","Nov","4","18","Nov 18","Week 4"
"2880","2014-11-19","2014","Q4","11","Nov","4","19","Nov 19","Week 4"
"2881","2014-11-20","2014","Q4","11","Nov","4","20","Nov 20","Week 4"
"2882","2014-11-21","2014","Q4","11","Nov","4","21","Nov 21","Week 4"
"2883","2014-11-22","2014","Q4","11","Nov","4","22","Nov 22","Week 4"
"2884","2014-11-23","2014","Q4","11","Nov","5","23","Nov 23","Week 5"
"2885","2014-11-24","2014","Q4","11","Nov","5","24","Nov 24","Week 5"
"2886","2014-11-25","2014","Q4","11","Nov","5","25","Nov 25","Week 5"
"2887","2014-11-26","2014","Q4","11","Nov","5","26","Nov 26","Week 5"
"2888","2014-11-27","2014","Q4","11","Nov","5","27","Nov 27","Week 5"
"2889","2014-11-28","2014","Q4","11","Nov","5","28","Nov 28","Week 5"
"2890","2014-11-29","2014","Q4","11","Nov","5","29","Nov 29","Week 5"
"2891","2014-11-30","2014","Q4","11","Nov","6","30","Nov 30","Week 6"
"2892","2014-12-01","2014","Q4","12","Dec","1","1","Dec 1","Week 1"
"2893","2014-12-02","2014","Q4","12","Dec","1","2","Dec 2","Week 1"
"2894","2014-12-03","2014","Q4","12","Dec","1","3","Dec 3","Week 1"
"2895","2014-12-04","2014","Q4","12","Dec","1","4","Dec 4","Week 1"
"2896","2014-12-05","2014","Q4","12","Dec","1","5","Dec 5","Week 1"
"2897","2014-12-06","2014","Q4","12","Dec","1","6","Dec 6","Week 1"
"2898","2014-12-07","2014","Q4","12","Dec","2","7","Dec 7","Week 2"
"2899","2014-12-08","2014","Q4","12","Dec","2","8","Dec 8","Week 2"
"2900","2014-12-09","2014","Q4","12","Dec","2","9","Dec 9","Week 2"
"2901","2014-12-10","2014","Q4","12","Dec","2","10","Dec 10","Week 2"
"2902","2014-12-11","2014","Q4","12","Dec","2","11","Dec 11","Week 2"
"2903","2014-12-12","2014","Q4","12","Dec","2","12","Dec 12","Week 2"
"2904","2014-12-13","2014","Q4","12","Dec","2","13","Dec 13","Week 2"
"2905","2014-12-14","2014","Q4","12","Dec","3","14","Dec 14","Week 3"
"2906","2014-12-15","2014","Q4","12","Dec","3","15","Dec 15","Week 3"
